date,market,개인,외국인,기관,연기금
2026-03-20,KOSDAQ,-1170.58,2346.9,-941.89,-211.8
2026-03-20,KOSPI,22338.43,-12401.62,-10260.16,606.13
2026-03-23,KOSDAQ,4646.96,-2591.62,-1997.66,-16.19
2026-03-23,KOSPI,70028.66,-36750.71,-38172.98,-1616.67
2026-03-24,KOSDAQ,-2113.06,1732.72,158.18,4.99
2026-03-24,KOSPI,7269.59,-19862.74,9683.14,434.57
2026-03-25,KOSDAQ,-3820.54,3732.49,223.64,112.76
2026-03-25,KOSPI,-13402.25,-12894.84,23229.63,146.65
2026-03-26,KOSDAQ,4845.54,-2962.79,-1336.83,128.65
2026-03-26,KOSPI,30598.0,-29370.21,-2999.24,-2422.76
2026-03-27,KOSDAQ,1703.04,-2337.22,507.38,54.79
2026-03-27,KOSPI,22596.09,-34286.0,7784.73,-228.02
2026-03-30,KOSDAQ,3040.55,-1313.69,-1179.08,-302.51
2026-03-30,KOSPI,8945.19,-20945.07,8449.55,-811.5
2026-03-31,KOSDAQ,497.31,1187.72,-686.86,-309.49
2026-03-31,KOSPI,24399.76,-38385.56,10250.65,-291.35
2026-04-01,KOSDAQ,-9010.57,4385.03,4608.65,144.05
2026-04-01,KOSPI,-37628.39,-6410.53,40418.74,-191.87
2026-04-02,KOSDAQ,6157.08,-862.69,-5054.81,-1040.68
2026-04-02,KOSPI,12097.46,-1368.1,-14517.08,90.98
2026-04-03,KOSDAQ,4067.34,-1965.55,-2173.16,-240.97
2026-04-03,KOSPI,-20952.33,8035.29,7389.6,-557.41
2026-04-06,KOSDAQ,4265.68,868.08,-3591.6,-186.39
2026-04-06,KOSPI,-10501.75,-1595.73,8371.48,-850.05
2026-04-07,KOSDAQ,-322.1,1797.72,-1200.26,-186.67
2026-04-07,KOSPI,-3429.32,3703.72,-4000.82,-818.02
2026-04-08,KOSDAQ,-5833.36,2396.99,3729.23,-181.29
2026-04-08,KOSPI,-54161.2,19088.78,27267.7,-2082.88
2026-04-09,KOSDAQ,9280.97,-4249.22,-5079.71,-453.98
2026-04-09,KOSPI,2950.01,18476.47,-25124.88,48.83
2026-04-10,KOSDAQ,-823.59,-19.21,931.39,-187.61
2026-04-10,KOSPI,-12280.44,10641.28,-2031.08,-415.64
2026-04-13,KOSDAQ,2619.62,-1491.26,-922.87,-101.06
2026-04-13,KOSPI,7173.35,-4579.0,-6698.37,-1733.26
2026-04-14,KOSDAQ,1160.23,-63.66,-1287.8,145.93
2026-04-14,KOSPI,-23918.83,8276.37,12544.59,-255.65
2026-04-15,KOSDAQ,-2561.31,2209.0,1766.95,217.96
2026-04-15,KOSPI,-9400.28,4973.36,368.07,-1115.65
2026-04-16,KOSDAQ,3605.24,-2462.58,-640.24,-58.9
2026-04-16,KOSPI,-18049.82,4813.87,10783.13,-298.82
2026-04-17,KOSDAQ,14.19,132.77,137.56,121.7
2026-04-17,KOSPI,14464.09,-19974.33,1501.08,-756.65
2026-04-20,KOSDAQ,1621.88,215.64,-1604.31,-159.03
2026-04-20,KOSPI,-3158.34,-2337.9,2937.93,80.39
2026-04-21,KOSDAQ,4908.76,-2829.54,-1202.47,30.3
2026-04-21,KOSPI,-19204.26,11564.59,9180.68,621.76
2026-04-22,KOSDAQ,2968.57,1620.75,-3691.14,-695.02
2026-04-22,KOSPI,11983.72,-6761.99,-4045.86,995.31
2026-04-23,KOSDAQ,3248.88,-1461.67,-1494.99,-31.26
2026-04-23,KOSPI,4513.64,-820.29,-2965.49,197.04
2026-04-24,KOSDAQ,-8990.31,7325.1,1887.26,206.36
2026-04-24,KOSPI,11832.46,-19496.25,8053.13,-201.51
2026-04-27,KOSDAQ,1417.63,-1722.2,849.25,-290.45
2026-04-27,KOSPI,-19757.55,8563.1,11349.31,-1770.51
2026-04-28,KOSDAQ,7962.34,-4948.95,-2542.77,11.35
2026-04-28,KOSPI,-1305.57,-1843.46,3532.01,-277.45
2026-04-29,KOSDAQ,1378.87,-20.73,-728.53,-456.14
2026-04-29,KOSPI,1681.31,-6070.7,4770.66,-21.17
2026-04-30,KOSDAQ,5532.06,-2112.05,-3045.02,-270.36
2026-04-30,KOSPI,11824.35,-14559.33,2837.92,350.39
2026-05-04,KOSDAQ,-4422.4,5548.03,-728.99,148.0
2026-05-04,KOSPI,-47935.54,29307.81,20097.78,-507.46
2026-05-06,KOSDAQ,6105.12,-614.57,-5435.0,-473.16
2026-05-06,KOSPI,-5714.6,31085.04,-22894.24,-1590.0
2026-05-07,KOSDAQ,-176.71,1746.63,-1323.45,-62.7
2026-05-07,KOSPI,59924.56,-66986.78,8916.93,494.16
2026-05-08,KOSDAQ,-4694.49,4045.76,803.3,-112.55
2026-05-08,KOSPI,39706.75,-52966.66,12542.36,-501.96
2026-05-11,KOSDAQ,847.12,1159.75,-1630.13,143.54
2026-05-11,KOSPI,28668.58,-28147.35,-458.12,-2948.13
2026-05-12,KOSDAQ,-2233.68,5215.92,-2583.62,-87.81
2026-05-12,KOSPI,66818.27,-56089.72,-12137.99,-1857.2
2026-05-13,KOSDAQ,5899.35,-6016.21,38.73,-532.18
2026-05-13,KOSPI,18868.37,-37226.51,16876.02,-2362.6
2026-05-14,KOSDAQ,911.28,-1348.81,595.16,29.44
2026-05-14,KOSPI,18499.15,-21449.99,1927.21,-1933.36
2026-05-15,KOSDAQ,-1448.42,4080.74,-1673.23,-273.07
2026-05-15,KOSPI,72307.84,-56039.49,-17347.16,-949.31
2026-05-18,KOSDAQ,-83.63,2368.72,-2539.84,-699.39
2026-05-18,KOSPI,22094.32,-36491.82,13903.79,16.09
2026-05-19,KOSDAQ,1032.37,1306.81,-658.93,-557.3
2026-05-19,KOSPI,56289.47,-57242.42,1574.75,-1385.68
2026-05-20,KOSDAQ,-579.85,2009.11,-1367.41,-365.93
2026-05-20,KOSPI,17104.43,-29309.52,11069.62,-1514.73
2026-05-21,KOSDAQ,-2508.93,1366.08,1390.73,-59.98
2026-05-21,KOSPI,-26753.63,-2211.87,29008.33,-958.74
2026-05-22,KOSDAQ,-8792.99,5974.93,3009.8,858.37
2026-05-22,KOSPI,10654.63,-19221.37,7583.19,-1160.99
2026-05-26,KOSDAQ,2305.81,-1031.46,-256.44,153.45
2026-05-26,KOSPI,-5745.38,-1320.57,8167.66,-1161.71
2026-05-27,KOSDAQ,6315.33,-847.42,-5411.38,372.52
2026-05-27,KOSPI,4064.41,-2492.84,-125.55,-3930.07
2026-05-28,KOSDAQ,381.08,3821.21,-4010.63,-275.14
2026-05-28,KOSPI,36145.83,-27414.23,-10421.62,-274.73
2026-05-29,KOSDAQ,3093.64,114.8,-3139.85,-414.89
2026-05-29,KOSPI,-14054.13,-10420.61,23687.83,909.16
2026-06-01,KOSDAQ,-4915.6,8063.62,-2911.97,-852.78
2026-06-01,KOSPI,3862.31,-28219.2,24427.34,-305.1
2026-06-02,KOSDAQ,-4090.02,3400.58,1326.9,-478.51
2026-06-02,KOSPI,63537.48,-63035.28,-545.82,706.77
2026-06-04,KOSDAQ,-1633.28,-424.24,2066.46,198.97
2026-06-04,KOSPI,50134.93,-66662.59,15254.51,-491.96
2026-06-05,KOSDAQ,336.94,-1877.64,1507.8,311.44
2026-06-05,KOSPI,42239.97,-27637.94,-13808.59,-607.47
2026-06-08,KOSDAQ,-1245.34,2976.48,-1465.72,-541.15
2026-06-08,KOSPI,17627.63,-2644.35,-17164.21,484.98
2026-06-09,KOSDAQ,-5112.49,3126.14,1995.71,266.16
2026-06-09,KOSPI,-6166.91,-20063.85,25048.2,-233.12
2026-06-10,KOSDAQ,1167.2,1419.77,-1124.84,-196.38
2026-06-10,KOSPI,48642.91,-27753.89,-22665.25,-2641.89
2026-06-11,KOSDAQ,-3633.8,-3601.25,7148.63,878.38
2026-06-11,KOSPI,20802.54,-14640.17,-7561.38,-1124.81
2026-06-12,KOSDAQ,-9415.58,2769.06,6315.0,648.0
2026-06-12,KOSPI,-43174.49,22040.91,22869.79,-3247.7
2026-06-15,KOSDAQ,6162.16,-8163.88,2165.68,-305.77
2026-06-15,KOSPI,-15123.54,10774.39,4461.51,249.98
2026-06-16,KOSDAQ,7906.89,-3094.62,-4629.52,-110.1
2026-06-16,KOSPI,-21841.46,15353.08,7076.39,-337.52
2026-06-17,KOSDAQ,-334.57,400.25,-101.23,310.86
2026-06-17,KOSPI,5254.07,-9951.69,5956.63,-1676.16
2026-06-18,KOSDAQ,3841.63,-1234.99,-2659.09,34.41
2026-06-18,KOSPI,-4156.16,12776.24,-7682.23,-3920.72
2026-06-19,KOSDAQ,749.7,4976.63,-5838.29,-125.07
2026-06-19,KOSPI,16478.37,-3555.11,-12244.29,-5267.0
2026-06-22,KOSDAQ,-4634.25,3152.04,1456.01,330.38
2026-06-22,KOSPI,21505.92,-25465.52,3033.93,-1833.5
2026-06-23,KOSDAQ,-3979.09,2746.24,1329.08,-106.76
2026-06-23,KOSPI,85909.6,-42047.46,-44760.11,-2937.34
2026-06-24,KOSDAQ,-3183.51,-320.51,3362.83,277.49
2026-06-24,KOSPI,26312.47,-46545.81,19095.48,131.3
2026-06-25,KOSDAQ,1452.04,212.39,-1707.09,153.15
2026-06-25,KOSPI,-24136.28,-8753.58,33244.21,-24.55
2026-06-26,KOSDAQ,-6688.24,3509.59,3083.73,331.42
2026-06-26,KOSPI,81919.14,-42905.83,-41223.82,-481.55
2026-06-29,KOSDAQ,-5271.88,266.04,5042.78,562.14
2026-06-29,KOSPI,45975.23,-77331.74,29326.71,580.87
2026-06-30,KOSDAQ,3909.34,-2463.59,-1428.48,329.86
2026-06-30,KOSPI,8401.45,-37992.0,29331.97,-394.17
2026-07-01,KOSDAQ,-1081.95,2471.76,-1255.45,498.23
2026-07-01,KOSPI,17369.62,-17028.45,-699.89,-2176.92
2026-07-02,KOSDAQ,4859.43,-1941.9,-3091.02,-828.89
2026-07-02,KOSPI,62412.77,-43705.69,-20825.31,-495.31
2026-07-03,KOSDAQ,1075.27,-202.31,-1036.96,-276.73
2026-07-03,KOSPI,-22942.45,-21750.2,44078.84,563.01
2026-07-06,KOSDAQ,2590.84,-447.01,-2243.77,-614.59
2026-07-06,KOSPI,26829.06,-13143.68,-14618.43,-337.55
2026-07-07,KOSDAQ,-3615.83,3742.35,-99.81,-42.91
2026-07-07,KOSPI,31358.73,-29172.27,-3107.62,285.04
2026-07-08,KOSDAQ,-1959.19,3375.65,-1452.52,-288.39
2026-07-08,KOSPI,-357.8,3436.85,-3552.16,-950.47
2026-07-09,KOSDAQ,-3217.13,221.35,3081.3,283.86
2026-07-09,KOSPI,-13277.59,1343.09,12884.5,736.42
2026-07-10,KOSDAQ,-4213.12,-1562.88,5824.99,416.43
2026-07-10,KOSPI,-7804.56,-3227.75,11313.91,354.67
2026-07-13,KOSDAQ,1832.65,-3878.35,1843.02,-106.85
2026-07-13,KOSPI,38868.77,-16705.48,-22338.23,-662.37
2026-07-14,KOSDAQ,697.87,-2471.02,1587.14,-8.79
2026-07-14,KOSPI,-41410.89,9565.08,32116.75,868.15
2026-07-15,KOSDAQ,-1541.86,230.52,1085.71,97.48
2026-07-15,KOSPI,-24666.18,23031.47,1992.09,204.78
2026-07-16,KOSDAQ,4184.39,-2918.87,-1552.82,-416.26
2026-07-16,KOSPI,36646.72,-13665.13,-23831.01,591.73
2026-07-20,KOSDAQ,1907.4,-518.14,-1329.94,-306.93
2026-07-20,KOSPI,3490.07,5198.18,-9234.9,742.55
2026-07-21,KOSDAQ,1473.85,-1359.71,-128.6,-122.97
2026-07-21,KOSPI,-16420.51,2951.56,13744.42,599.8
2026-07-22,KOSDAQ,2636.17,-815.25,-1913.66,308.21
2026-07-22,KOSPI,-12176.13,26210.88,-13963.04,-706.17
2026-07-23,KOSDAQ,-2373.12,1674.94,642.92,-100.09
2026-07-23,KOSPI,-22077.07,21358.9,975.51,740.86
2026-07-24,KOSDAQ,4881.34,-1314.97,-3580.44,-798.89
2026-07-24,KOSPI,51782.28,-32683.36,-19514.41,325.77
2026-07-27,KOSDAQ,-1549.89,-1421.97,2731.2,172.05
2026-07-27,KOSPI,19788.39,-28811.11,8595.36,-723.93
2026-07-28,KOSDAQ,480.34,859.89,-1345.25,-280.26
2026-07-28,KOSPI,43151.97,-45008.77,1830.31,1164.82
2026-07-29,KOSDAQ,-4579.38,3081.94,1474.01,-411.25
2026-07-29,KOSPI,-19700.98,-12502.17,31769.45,3380.85
2026-07-30,KOSDAQ,-1107.83,2483.39,-1435.48,-439.22
2026-07-30,KOSPI,-14308.84,13280.1,805.23,3801.91
2026-07-31,KOSDAQ,-4715.17,1696.67,2985.09,738.32
2026-07-31,KOSPI,-82839.98,72409.83,11502.88,1647.15
2026-08-03,KOSDAQ,301.94,-2091.51,1668.68,137.76
2026-08-03,KOSPI,46523.09,-28220.21,-19516.27,-203.86
2026-08-04,KOSDAQ,-2587.01,-2774.76,5437.72,460.19
2026-08-04,KOSPI,8186.62,-3716.1,-5384.62,465.8
2026-08-05,KOSDAQ,3941.42,-2978.75,-1100.71,-83.81
2026-08-05,KOSPI,-11843.96,14463.68,-2837.57,-268.21
2026-08-06,KOSDAQ,862.54,-2481.25,1614.78,40.28
2026-08-06,KOSPI,33366.98,-32892.74,-1214.33,470.79
2026-08-07,KOSDAQ,3401.61,-2522.31,-1044.47,-5.69
2026-08-07,KOSPI,2675.3,-8651.01,5853.73,-1165.81
2026-08-10,KOSDAQ,-6729.26,1026.93,5666.92,822.56
2026-08-10,KOSPI,9002.52,-14908.68,5691.54,-1449.38
2026-08-11,KOSDAQ,4351.39,-3561.81,-954.47,58.77
2026-08-11,KOSPI,-707.59,535.16,212.48,-425.88
2026-08-12,KOSDAQ,3127.43,-1622.61,-1458.88,-187.97
2026-08-12,KOSPI,-31910.76,28353.92,5279.01,-281.11
2026-08-13,KOSDAQ,2565.41,-1362.08,-1132.37,-192.63
2026-08-13,KOSPI,-27410.33,21102.1,6834.11,-640.55
2026-08-14,KOSDAQ,3144.86,-658.63,-2524.23,-82.24
2026-08-14,KOSPI,-19820.3,30387.11,-10298.23,391.02
2026-08-18,KOSDAQ,3904.59,366.19,-4175.71,-195.46
2026-08-18,KOSPI,7419.97,914.04,-7951.37,-805.68
2026-08-19,KOSDAQ,-663.61,147.3,499.5,-37.2
2026-08-19,KOSPI,46356.72,-34725.98,-13389.52,730.75
2026-08-20,KOSDAQ,15.96,-1327.92,1193.97,278.93
2026-08-20,KOSPI,-22712.36,17068.39,-4895.14,-1815.95
2026-08-21,KOSDAQ,6236.15,-2836.56,-3462.16,-455.51
2026-08-21,KOSPI,-11652.44,-1759.62,2480.82,464.02
2026-08-24,KOSDAQ,-2604.46,2416.48,248.99,192.55
2026-08-24,KOSPI,33217.35,-36690.86,-12901.19,44.47
2026-08-25,KOSDAQ,-1374.52,1327.28,155.85,-15.72
2026-08-25,KOSPI,10509.05,-38139.88,11710.83,234.24
2026-08-26,KOSDAQ,1930.81,-917.75,-1054.22,161.1
2026-08-26,KOSPI,-22460.92,-1148.32,7615.15,-339.45
2026-08-27,KOSDAQ,-1751.82,2955.06,-1191.88,127.09
2026-08-27,KOSPI,-19115.75,1332.82,1835.28,-1428.85
2026-08-28,KOSDAQ,978.64,-941.8,-29.68,41.11
2026-08-28,KOSPI,4193.78,-8524.52,-11875.53,-228.58
2026-08-31,KOSDAQ,2530.23,-551.61,-2004.89,-293.57
2026-08-31,KOSPI,-1464.06,-6434.45,-7891.41,-356.76
